site_name,site_address,site_city,site_state,site_zip,latitude,longitude,site_type
Julian High School,10330 S Elizabeth St,Chicago,IL,60643-2394,41.705335,-87.654502,Eligible School
Talman Elem School,5450 S Talman Ave,Chicago,IL,60632-1520,41.794297,-87.690418,Eligible School
Gresham Elem School,8524 S Green St,Chicago,IL,60620-3234,41.738829,-87.645213,Eligible School
Harvard Elem School,7525 S Harvard Ave,Chicago,IL,60620-1616,41.757334,-87.632283,Eligible School
Wells Preparatory Elem Academy,249 E 37th St,Chicago,IL,60653-1001,41.826474,-87.619618,Eligible School
Rickover Naval Academy High Schl,5700 W Berteau Ave,Chicago,IL,60634-1717,41.957703,-87.770826,Eligible School
Carver Primary School,901 E 133rd Pl,Chicago,IL,60827-1427,41.653157,-87.600992,Eligible School
Melody Elem School,3937 W Wilcox St,Chicago,IL,60624-2833,41.878261,-87.724108,Eligible School
Ryder Elem Math & Sci Spec School,8716 S Wallace St,Chicago,IL,60620-2124,41.73488,-87.639334,Eligible School
Casals Elem School,3501 W Potomac Ave,Chicago,IL,60651-2231,41.904221,-87.713953,Eligible School
Taylor Elem School,9912 S Avenue H,Chicago,IL,60617-5597,41.715353,-87.533247,Eligible School
Wentworth Elem School,1340 W 71st St,Chicago,IL,60636-4150,41.765524,-87.658637,Eligible School
Joplin Elem School,7931 S Honore St,Chicago,IL,60620-4560,41.749487,-87.669141,Eligible School
Brennemann Elem School,4251 N Clarendon Ave,Chicago,IL,60613-1523,41.96012,-87.649108,Eligible School
Pickard Elem School,2301 W 21st Pl,Chicago,IL,60608-3809,41.852784,-87.683516,Eligible School
Chase Elem School,2021 N Point St,Chicago,IL,60647-4016,41.918381,-87.694592,Eligible School
Oglesby Elem School,7646 S Green St,Chicago,IL,60620-2854,41.754732,-87.645973,Eligible School
Lara Elem Academy,4619 S Wolcott Ave,Chicago,IL,60609-3855,41.809774,-87.671949,Eligible School
Westcott Elem School,409 W 80th St,Chicago,IL,60620-1135,41.748448,-87.635297,Eligible School
Great Lakes Academy Charter ES,8401 S Saginaw Ave,Chicago,IL,60617-2029,41.742064,-87.559403,Eligible School
Kelvyn Park High School,4343 W Wrightwood Ave,Chicago,IL,60639-2060,41.927094,-87.736045,Eligible School
Burnside Elem Scholastic Academy,650 E 91st Pl,Chicago,IL,60619-7698,41.728847,-87.608951,Eligible School
Fiske Elem School,6020 S Langley Ave,Chicago,IL,60637-2595,41.785332,-87.608953,Eligible School
Stagg Elem School,7424 S Morgan St,Chicago,IL,60621-1047,41.758909,-87.650325,Eligible School
Ruggles Elem School,7831 S Prairie Ave,Chicago,IL,60619-2893,41.751905,-87.617628,Eligible School
Erie Elem Charter School,1405 N Washtenaw Ave,Chicago,IL,60622-1632,41.906792,-87.694119,Eligible School
Englewood STEM High School,6835 S Normal Blvd,Chicago,IL,60621-2535,41.770159,-87.636214,Eligible School
Crane Medical Prep HS,2245 W Jackson Blvd,Chicago,IL,60612-2910,41.876865,-87.68325,Eligible School
Howe Elem School,720 N Lorel Ave,Chicago,IL,60644-1666,41.893542,-87.759942,Eligible School
Bass Elem School,1140 W 66th St,Chicago,IL,60621-1240,41.774525,-87.653537,Eligible School
Gillespie Elem School,9301 S State St,Chicago,IL,60619-7296,41.725217,-87.623421,Eligible School
Corkery Elem School,2510 S Kildare Ave,Chicago,IL,60623-3660,41.845331,-87.731892,Eligible School
Funston Elem School,2010 N Central Park Ave,Chicago,IL,60647-3659,41.917931,-87.717348,Eligible School
Burroughs Elem School,3542 S Washtenaw Ave,Chicago,IL,60632-1639,41.828754,-87.692983,Eligible School
Cooper Elem Dual Language Academy,1624 W 19th St,Chicago,IL,60608-2902,41.856418,-87.66726,Eligible School
Claremont Academy Elem School,2300 W 64th St,Chicago,IL,60636-2458,41.778273,-87.681664,Eligible School
Randolph Elem School,7316 S Hoyne Ave,Chicago,IL,60636-3755,41.76018,-87.677043,Eligible School
Parker Elem Community Academy,6800 S Stewart Ave,Chicago,IL,60621-2441,41.770103,-87.634747,Eligible School
Carroll Elem School,2929 W 83rd St,Chicago,IL,60652-3400,41.742155,-87.696923,Eligible School
Brunson Math & Sci Specialty Elem,932 N Central Ave,Chicago,IL,60651-2705,41.897691,-87.765851,Eligible School
Curtis Elem School,32 E 115th St,Chicago,IL,60628-5510,41.685601,-87.621848,Eligible School
Holden Elem School,1104 W 31st St,Chicago,IL,60608-5602,41.838274,-87.654004,Eligible School
Moos Elem School,1711 N California Ave,Chicago,IL,60647-5103,41.912731,-87.696454,Eligible School
Shoop Math-Sci Tech Elem Academy,11140 S Bishop St,Chicago,IL,60643-3607,41.691442,-87.658725,Eligible School
Orozco Elem Fine Arts & Sciences,1940 W 18th St,Chicago,IL,60608-1903,41.858139,-87.675324,Eligible School
Mireles Elem Academy,9000 S Exchange Ave,Chicago,IL,60617-4296,41.731738,-87.552681,Eligible School
Talcott Elem School,1840 W Ohio St,Chicago,IL,60622-5505,41.892614,-87.673299,Eligible School
Locke A Elem Charter Academy,3141 W Jackson Blvd,Chicago,IL,60612-2729,41.877068,-87.705011,Eligible School
Nicholson Technology Acad Elem Sch,6006 S Peoria St,Chicago,IL,60621-2114,41.784633,-87.647619,Eligible School
Smyth  J Elem School,1059 W 13th St,Chicago,IL,60608-1526,41.865461,-87.655492,Eligible School
Belmont-Cragin Elem School,5252 W Palmer St,Chicago,IL,60639-3047,41.920764,-87.758133,Eligible School
Burnham Elem Inclusive Academy,9928 S Crandon Ave,Chicago,IL,60617-5294,41.714429,-87.567626,Eligible School
Carver Military Academy HS,13100 S Doty Ave,Chicago,IL,60827-1597,41.656517,-87.589325,Eligible School
Sabin Elem Magnet School,2216 W Hirsch St,Chicago,IL,60622-1837,41.907338,-87.68288,Eligible School
Greeley Elem School,832 W Sheridan Rd,Chicago,IL,60613-3004,41.95302,-87.650537,Eligible School
Spencer Technology Acad Elem Sch,214 N Lavergne Ave,Chicago,IL,60644-2517,41.88532,-87.750811,Eligible School
Hampton Elem Fine & Perf Arts Sch,3434 W 77th St,Chicago,IL,60652-1453,41.753768,-87.708996,Eligible School
Ortiz De Dominguez Elem School,3000 S Lawndale Ave,Chicago,IL,60623-4524,41.837917,-87.718278,Eligible School
Hughes L Elem School,240 W 104th St,Chicago,IL,60628-2510,41.705729,-87.629453,Eligible School
Deneen Elem School,7240 S Wabash Ave,Chicago,IL,60619-1092,41.762419,-87.624045,Eligible School
Lewis Elem School,1431 N Leamington Ave,Chicago,IL,60651-1444,41.906766,-87.754295,Eligible School
Bradwell Comm Arts & Sci Elem Sch,7736 S Burnham Ave,Chicago,IL,60649-4702,41.754426,-87.557327,Eligible School
Ericson Elem Scholastic Academy,3600 W 5th Ave,Chicago,IL,60624-3162,41.875528,-87.715722,Eligible School
Jordan Elem Community School,7414 N Wolcott Ave,Chicago,IL,60626-1519,42.017134,-87.678052,Eligible School
Ellington Elem School,243 N Parkside Ave,Chicago,IL,60644-2243,41.884849,-87.76652,Eligible School
Sullivan Elem School,8331 S Mackinaw Ave,Chicago,IL,60617-2626,41.743876,-87.542439,Eligible School
Clay Elem School,13231 S Burley Ave,Chicago,IL,60633-1492,41.654593,-87.544368,Eligible School
Powell Elem Paideia Comm Academy,7511 S South Shore Dr,Chicago,IL,60649-4305,41.759361,-87.555768,Eligible School
EPIC Academy High School,8255 S Houston Ave,Chicago,IL,60617-2191,41.744984,-87.549745,Eligible School
Spry Elem Community School,2400 S Marshall Blvd,Chicago,IL,60623-4146,41.847809,-87.699779,Eligible School
Chicago Virtual Charter School,38 S Peoria St,Chicago,IL,60607-2628,41.880873,-87.650029,Eligible School
Depriest Elem School,139 S Parkside Ave,Chicago,IL,60644-3944,41.8783,-87.765981,Eligible School
De Diego Elem Community Academy,1313 N Claremont Ave,Chicago,IL,60622-2910,41.905809,-87.685533,Eligible School
Clark Acad Prep Magnet High Schl,5101 W Harrison St,Chicago,IL,60644-5102,41.872298,-87.752908,Eligible School
Univ of Chicago Chtr-Donoghue,707 E 37th St,Chicago,IL,60653-1406,41.827576,-87.60844,Eligible School
Cleveland Elem School,3121 W Byron St,Chicago,IL,60618-3403,41.951594,-87.706354,Eligible School
Kanoon Elem Magnet School,2233 S Kedzie Ave,Chicago,IL,60623-3317,41.850581,-87.704603,Eligible School
Haley Elem Academy,11411 S Eggleston Ave,Chicago,IL,60628-4737,41.686379,-87.633353,Eligible School
Greene N Elem School,3525 S Honore St,Chicago,IL,60609-1210,41.829692,-87.671223,Eligible School
West Park Elem Academy,1425 N Tripp Ave,Chicago,IL,60651-1829,41.906937,-87.732204,Eligible School
Fairfield Elem Academy,6201 S Fairfield Ave,Chicago,IL,60629-2309,41.7801,-87.691598,Eligible School
Northwest Middle School,5252 W Palmer St,Chicago,IL,60639-3047,41.920764,-87.758133,Eligible School
Henry Elem School,4250 N Saint Louis Ave,Chicago,IL,60618-1121,41.958754,-87.715886,Eligible School
Phoenix Military Academy HS,145 S Campbell Ave,Chicago,IL,60612-2923,41.879089,-87.688145,Eligible School
Wadsworth Elem School,6650 S Ellis Ave,Chicago,IL,60637-4216,41.774621,-87.601289,Eligible School
Mozart Elem School,2200 N Hamlin Ave,Chicago,IL,60647-2222,41.921506,-87.722409,Eligible School
Barry Elem School,2828 N Kilbourn Ave,Chicago,IL,60641-5381,41.93267,-87.739655,Eligible School
Hedges Elem School,4747 S Winchester Ave,Chicago,IL,60609-4140,41.807061,-87.673076,Eligible School
Daley Elem Academy,5024 S Wolcott Ave,Chicago,IL,60609-4856,41.802141,-87.67246,Eligible School
Darwin Elem School,3116 W Belden Ave,Chicago,IL,60647-2806,41.923619,-87.705424,Eligible School
Farragut Career Academy HS,2345 S Christiana Ave,Chicago,IL,60623-3217,41.848959,-87.7081,Eligible School
Shields Middle School,2611 W 48th St,Chicago,IL,60632-1402,41.806421,-87.689781,Eligible School
OKeeffe Elem School,6940 S Merrill Ave,Chicago,IL,60649-1721,41.768847,-87.573091,Eligible School
Hamline Elem School,4747 S Bishop St,Chicago,IL,60609-4206,41.807428,-87.660951,Eligible School
Morrill Elem Math & Sci School,6011 S Rockwell St,Chicago,IL,60629-1133,41.783733,-87.688045,Eligible School
Chicago Math & Sci Elem Charter,7212 N Clark St,Chicago,IL,60626-2416,42.013119,-87.675192,Eligible School
McCormick Elem School,2712 S Sawyer Ave,Chicago,IL,60623-4738,41.842035,-87.706536,Eligible School
Carnegie Elem School,1414 E 61st Pl,Chicago,IL,60637-2999,41.783709,-87.591074,Eligible School
Seward Elem Communication Arts Ac,4600 S Hermitage Ave,Chicago,IL,60609-3831,41.809872,-87.669034,Eligible School
Pasteur Elem School,5825 S Kostner Ave,Chicago,IL,60629-5238,41.786783,-87.732108,Eligible School
Ruiz Elem School,2410 S Leavitt St,Chicago,IL,60608-4032,41.848012,-87.681393,Eligible School
Piccolo Elem Specialty School,1040 N Keeler Ave,Chicago,IL,60651-3514,41.900296,-87.732392,Eligible School
New Field Elem School,1707 W Morse Ave,Chicago,IL,60626-3203,42.007542,-87.673144,Eligible School
Phillips Academy High School,244 E Pershing Rd,Chicago,IL,60653-2222,41.824865,-87.619814,Eligible School
Walter Henri Dyett High School for the Arts,555 E 51st St,Chicago,IL,60615-2452,41.801378,-87.611868,Eligible School
Southeast Area Elementary School,3930 E 105th St,Chicago,IL,,41.704767,-87.52819,Eligible School
Stowe Elem School,3444 W Wabansia Ave,Chicago,IL,60647-4813,41.912509,-87.712937,Eligible School
Goudy Technology Academy,5120 N Winthrop Ave,Chicago,IL,60640-3112,41.975853,-87.65821,Eligible School
Avondale - Logandale Elementary School,3212 W George St,Chicago,IL,60618-7529,41.934262,-87.708005,Eligible School
Davis N Elem School,3014 W 39th Pl,Chicago,IL,60632-2402,41.822194,-87.700826,Eligible School
Sullivan High School,6631 N Bosworth Ave,Chicago,IL,60626-4223,42.00301,-87.668707,Eligible School
ASPIRA Business and Finance High School,2989 N Milwaukee Ave,Chicago,IL,60618-7347,41.935973,-87.718122,Eligible School
Bouchet Elem Math & Science Acad,7355 S Jeffery Blvd,Chicago,IL,60649-3121,41.761177,-87.575805,Eligible School
Shields Elem School,4250 S Rockwell St,Chicago,IL,60632-1216,41.816155,-87.690168,Eligible School
McPherson Elem School,4728 N Wolcott Ave,Chicago,IL,60640-4364,41.96816,-87.678114,Eligible School
Gallistel Elem Language Academy,10347 S Ewing Ave,Chicago,IL,60617-6028,41.706893,-87.534926,Eligible School
Clemente Community Academy HS,1147 N Western Ave,Chicago,IL,60622-2931,41.902556,-87.68577,Eligible School
Schubert Elem School,2727 N Long Ave,Chicago,IL,60639-1529,41.930199,-87.760696,Eligible School
Linne Elem School,3221 N Sacramento Ave,Chicago,IL,60618-5825,41.940086,-87.701906,Eligible School
Zapata Elem Academy,2728 S Kostner Ave,Chicago,IL,60623-4218,41.841403,-87.735174,Eligible School
Young Elem School,1434 N Parkside Ave,Chicago,IL,60651-1106,41.906744,-87.767643,Eligible School
Addams Elem School,10810 S Avenue H,Chicago,IL,60617-6726,41.69875,-87.540487,Eligible School
McAuliffe Elem School,1841 N Springfield Ave,Chicago,IL,60647-4600,41.914581,-87.723481,Eligible School
Nobel Elem School,4127 W Hirsch St,Chicago,IL,60651-1806,41.90582,-87.72985,Eligible School
McKay Elem School,6901 S Fairfield Ave,Chicago,IL,60629-1912,41.76708,-87.691264,Eligible School
Foreman High School,3235 N Leclaire Ave,Chicago,IL,60641-4290,41.940028,-87.753888,Eligible School
Cameron Elem School,1234 N Monticello Ave,Chicago,IL,60651-2217,41.90388,-87.718618,Eligible School
Dulles Elem School,6311 S Calumet Ave,Chicago,IL,60637-3198,41.779655,-87.616489,Eligible School
Scammon Elem School,4201 W Henderson St,Chicago,IL,60641-4627,41.94148,-87.733452,Eligible School
Nixon Elem School,2121 N Keeler Ave,Chicago,IL,60639-3603,41.919664,-87.731185,Eligible School
Little Village Elem School,2620 S Lawndale Ave,Chicago,IL,60623-4519,41.842774,-87.718064,Eligible School
Horizon Sci Academy - Southwest Charter,5401 S Western Ave,Chicago,IL,60609-5438,41.795312,-87.684072,Eligible School
Hyde Park Academy High School,6220 S Stony Island Ave,Chicago,IL,60637-2998,41.782168,-87.587477,Eligible School
Herzl Elem School,3711 W Douglas Blvd,Chicago,IL,60623-1413,41.862218,-87.717832,Eligible School
Calmeca Acad Elem School,3456 W 38th St,Chicago,IL,60632-3304,41.824459,-87.710713,Eligible School
Gunsaulus Elem Scholastic Academy,4420 S Sacramento Ave,Chicago,IL,60632-2509,41.812736,-87.699862,Eligible School
West Ridge Elem School,6700 N Whipple St,Chicago,IL,60645-4123,42.003054,-87.705806,Eligible School
Chicago Vocational Career Acad HS,2100 E 87th St,Chicago,IL,60617-3011,41.738066,-87.572709,Eligible School
Marsh Elem School,9822 S Exchange Ave,Chicago,IL,60617-5446,41.716243,-87.553133,Eligible School
Garcia Lorca Elem School,3231 N Springfield Ave,Chicago,IL,60618-5109,41.940119,-87.724286,Eligible School
Monroe Elem School,3651 W Schubert Ave,Chicago,IL,60647-1157,41.929741,-87.718974,Eligible School
Reilly Elem School,3650 W School St,Chicago,IL,60618-5358,41.941591,-87.719291,Eligible School
Reinberg Elem School,3425 N Major Ave,Chicago,IL,60634-4334,41.942677,-87.767866,Eligible School
Kilmer Elem School,6700 N Greenview Ave,Chicago,IL,60626-4208,42.004334,-87.668502,Eligible School
Volta Elem School,4950 N Avers Ave,Chicago,IL,60625-6011,41.971436,-87.725098,Eligible School
Boone Elem School,6710 N Washtenaw Ave,Chicago,IL,60645-4511,42.003935,-87.697986,Eligible School
Whitney Elem School,2815 S Komensky Ave,Chicago,IL,60623-4450,41.840049,-87.725329,Eligible School
National Teachers Elem Academy,55 W Cermak Rd,Chicago,IL,60616-2001,41.851541,-87.628532,Eligible School
Marine Leadership Academy - Ames,1920 N Hamlin Ave,Chicago,IL,60647-3411,41.916486,-87.722382,Eligible School
Hurley Elem School,3849 W 69th Pl,Chicago,IL,60629-4210,41.766544,-87.719277,Eligible School
Burbank Elem School,2035 N Mobile Ave,Chicago,IL,60639-3809,41.91731,-87.781536,Eligible School
Peck Elem School,3826 W 58th St,Chicago,IL,60629-3849,41.788084,-87.719717,Eligible School
Chavez Elem Multicultural Acad Ct,4747 S Marshfield Ave,Chicago,IL,60609-4159,41.808031,-87.665653,Eligible School
Dawes Elem School,3810 W 81st Pl,Chicago,IL,60652-2400,41.745148,-87.717071,Eligible School
Sandoval Elem School,5534 S Saint Louis Ave,Chicago,IL,60629-3810,41.792343,-87.712016,Eligible School
Hayt Elem School,1518 W Granville Ave,Chicago,IL,60660-1812,41.994731,-87.668692,Eligible School
Hibbard Elem School,3244 W Ainslie St,Chicago,IL,60625-5018,41.970842,-87.710376,Eligible School
Columbia Explorers Elem Academy,4520 S Kedzie Ave,Chicago,IL,60632-2904,41.810982,-87.704432,Eligible School
Tonti Elem School,5815 S Homan Ave,Chicago,IL,60629-3636,41.7871,-87.707665,Eligible School
Lloyd Elem School,2103 N Lamon Ave,Chicago,IL,60639-3238,41.919202,-87.747673,Eligible School
Prieto Math-Science Elem Sch,2231 N Central Ave,Chicago,IL,60639-2956,41.921192,-87.765231,Eligible School
Camras Elem School,3000 N Mango Ave,Chicago,IL,60634-5216,41.935298,-87.770385,Eligible School
Carson Elem School,5516 S Maplewood Ave,Chicago,IL,60629-1023,41.793114,-87.687948,Eligible School
Haugan Elem School,4540 N Hamlin Ave,Chicago,IL,60625-5928,41.964031,-87.723635,Eligible School
Bateman Elem School,4220 N Richmond St,Chicago,IL,60618-2616,41.958741,-87.702933,Eligible School
Tarkington Elem School,3330 W 71st St,Chicago,IL,60629-3503,41.764485,-87.705628,Eligible School
Roosevelt High School,3436 W Wilson Ave,Chicago,IL,60625-5318,41.965013,-87.71517,Eligible School
Hernandez Middle School,3510 W 55th St,Chicago,IL,60632-3284,41.793686,-87.711969,Eligible School
North-Grand High School,4338 W Wabansia Ave,Chicago,IL,60639-4837,41.912566,-87.734971,Eligible School
Falconer Elem School,3020 N Lamon Ave,Chicago,IL,60641-5195,41.935595,-87.749942,Eligible School
Gary Elem School,3740 W 31st St,Chicago,IL,60623-5035,41.837899,-87.718834,Eligible School
Gray Elem School,3730 N Laramie Ave,Chicago,IL,60641-3338,41.949189,-87.758259,Eligible School
Back of The Yards IB HS,2111 W 47th St,Chicago,IL,60609-4011,41.808346,-87.677303,Eligible School
Cardenas Elem School,2345 S Millard Ave,Chicago,IL,60623-3110,41.848415,-87.715779,Eligible School
Nightingale Elem School,5250 S Rockwell St,Chicago,IL,60632-1540,41.798365,-87.689663,Eligible School
Beasley Elem Magnet Academic Ctr,5255 S State St,Chicago,IL,60609-6303,41.798643,-87.625082,Eligible School
Marquette Elem School,6550 S Richmond St,Chicago,IL,60629-2821,41.774207,-87.697708,Eligible School
Clinton Elem School,6110 N Fairfield Ave,Chicago,IL,60659-2647,41.992831,-87.698642,Eligible School
Richardson Middle School,6018 S Karlov Ave,Chicago,IL,60629-4900,41.783748,-87.725499,Eligible School
Ombudsman Chicago West,2401 W Congress Pkwy,Chicago,IL,60612-3534,41.874672,-87.686557,Eligible School
Solorio Academy High School,5400 S St Louis Ave,Chicago,IL,60632-3287,41.795458,-87.711514,Eligible School
Saucedo Elem Scholastic Academy,2850 W 24th Blvd,Chicago,IL,60623-3508,41.848959,-87.697955,Eligible School
Eberhart Elem School,3400 W 65th Pl,Chicago,IL,60629-3402,41.774774,-87.7091,Eligible School
Armstrong G Elem IntL Studies,2110 W Greenleaf Ave,Chicago,IL,60645-3620,42.010429,-87.685027,Eligible School
Little Village HS,3120 S Kostner Ave,Chicago,IL,60623,41.835159,-87.735561,Eligible School
Sawyer Elem School,5248 S Sawyer Ave,Chicago,IL,60632-3131,41.797572,-87.705256,Eligible School
Lyon Elem School,2941 N McVicker Ave,Chicago,IL,60634-5146,41.933879,-87.776672,Eligible School
Simeon Career Academy High School,8147 S Vincennes Ave,Chicago,IL,60620-1761,41.74697,-87.634679,Eligible School
Hanson Park Elem School,5411 W Fullerton Ave,Chicago,IL,60639-1459,41.923348,-87.762193,Eligible School
Edwards Elem School,4815 S Karlov Ave,Chicago,IL,60632-4123,41.805114,-87.725347,Eligible School
Schurz High School,3601 N Milwaukee Ave,Chicago,IL,60641-3033,41.946901,-87.735502,Eligible School
Juarez Community Academy HS,1450 W Cermak Rd,Chicago,IL,60608-4408,41.852548,-87.662222,Eligible School
Thomas Kelly College Preparatory,4136 S California Ave,Chicago,IL,60632-1817,41.819261,-87.695204,Eligible School
KIPP Chicago Charter Schools,4818 W Ohio St,Chicago,IL,60644-1702,41.891526,-87.746174,Eligible School
Youth Connections Charter HS,10 W 35th St,Chicago,IL,60616-3717,41.831397,-87.627311,Eligible School
CICS - Irving Park Campus,3820 N Spaulding Ave,Chicago,IL,60618-4413,41.95087,-87.71071,Eligible School
CICS - Bucktown Campus,2235 N Hamilton Ave,Chicago,IL,60647-3303,41.922505,-87.681151,Eligible School
CICS - Northtown  Campus,3900 W Peterson Ave,Chicago,IL,,41.991087,-87.727062,Eligible School
CICS - Wrightwood,8130 S California Ave,Chicago,IL,60652-2716,41.745316,-87.693426,Eligible School
CICS - Quest North Campus,1443 N Ogden Ave,Chicago,IL,60610-1007,41.907015,-87.645451,Eligible School
CICS - Ralph Ellison Campus,1817 W 80th St,Chicago,IL,60620-4557,41.748315,-87.66891,Eligible School
CICS - Bond Campus,13300 S Langley Ave,Chicago,IL,60827-1396,41.653187,-87.606344,Eligible School
CICS - Prairie Campus,11530 S Prairie Ave,Chicago,IL,60628-5612,41.68448,-87.616929,Eligible School
CICS - Avalon/South Shore,1501 E 83rd Pl,Chicago,IL,60619-6501,41.742911,-87.58769,Eligible School
CICS - Washington Pk Campus,110 E 61st St,Chicago,IL,60637-2116,41.78404,-87.6217,Eligible School
CICS - Loomis Primary Campus,9535 S Loomis St,Chicago,IL,60643-1374,41.720275,-87.65704,Eligible School
CICS - West Belden Campus,2245 N McVicker Ave,Chicago,IL,60639-2766,41.921536,-87.776513,Eligible School
CICS - Basil Campus,1816 W Garfield Blvd,Chicago,IL,60609-5606,41.794137,-87.670155,Eligible School
CICS - Longwood Campus,1309 W 95th St,Chicago,IL,60643-1496,41.720913,-87.655798,Eligible School
Noble St Chtr-The Noble Academy,1443 N Ogden Ave,Chicago,IL,60610-1007,41.907015,-87.645451,Eligible School
Noble St Chtr-Comer College Prep,7131 S South Chicago Ave,Chicago,IL,60619-1254,41.765277,-87.604129,Eligible School
Noble St Chtr-Muchin College Prep,1 N State St,Chicago,IL,60602-3302,41.88236,-87.626999,Eligible School
Noble St Chtr-Hansberry College Prep - Silver,8748 S Aberdeen St,Chicago,IL,60620-3438,41.734429,-87.651301,Eligible School
Noble St Chtr Rauner College Prep,1337 W Ohio St,Chicago,IL,60642-6430,41.892234,-87.66124,Eligible School
Noble Street Charter Schools,1 N State St Fl 7TH,Chicago,IL,60602-3302,41.88236,-87.626999,Eligible School
Noble St Chtr-UIC College Prep,1231 S Damen Ave,Chicago,IL,60608-1145,41.865229,-87.675905,Eligible School
Noble St Chtr-ITW Speer Acad,5321 W Grand Ave,Chicago,IL,60639-3009,41.917316,-87.759887,Eligible School
Noble St Chtr-Chicago Bulls Prep,2040 W Adams St,Chicago,IL,60612-3052,41.877779,-87.678282,Eligible School
Noble St Chtr-Rowe-Clark MS Acad,3645 W Chicago Ave,Chicago,IL,60651-3934,41.895256,-87.718386,Eligible School
Pullman College Prep,821 E 103rd Street,Chicago,IL,,41.707029,-87.601482,Eligible School
Noble St Chtr-Golder College Prep,1454 W Superior St,Chicago,IL,60642-5255,41.895539,-87.664561,Eligible School
Noble St Chtr-DRW Trading College Prep,931 S Homan Ave,Chicago,IL,60624-4108,41.869237,-87.709997,Eligible School
Noble St Chtr-Johnson College Prep,6350 S Stewart Ave,Chicago,IL,60621-3138,41.77836,-87.635487,Eligible School
Noble St Chtr - Mansueto,2911 W 47Th St,Chicago,IL,60632-1949,41.808081,-87.696992,Eligible School
Noble St Chtr-Pritzker College Prep,4131 W Cortland St,Chicago,IL,60639-4923,41.915085,-87.729654,Eligible School
Baker College Prep,2710 E 89th Street,Chicago,IL,,41.734325,-87.557618,Eligible School
Acero Chtr Sch Network,209 W Jackson Blvd,Chicago,IL,60606-6907,41.877916,-87.633978,Eligible School
Perspectives Chtr - Joslin Campus,1930 S Archer Ave,Chicago,IL,60616-6505,41.856244,-87.628343,Eligible School
Perspectives Chtr -  Calumet Middle,8131 S May St,Chicago,IL,60620-3007,41.745977,-87.651195,Eligible School
Perspectives Chtr - Leadership Acad,8522 S Lafayette Ave,Chicago,IL,60620-1308,41.739775,-87.626195,Eligible School
Perspectives Chtr - High School of Technology,8522 S Lafayette Ave,Chicago,IL,60620-1308,41.739775,-87.626195,Eligible School
Perspectives Chtr -  IIT Campus,3663 S Wabash Ave,Chicago,IL,60653-1032,41.827755,-87.624444,Eligible School
LEARN 10 Charter School,1811 Morrow Ave,North Chicago,IL,60064-3223,42.315534,-87.853276,Eligible School
LEARN Charter Sch 6 North Chicago Campus,3131 Sheridan Rd,Great Lakes,IL,60088-1600,42.306042,-87.843052,Eligible School
LEARN Chtr - 7th Campus,3021 W Carroll Ave,Chicago,IL,60612-1721,41.887418,-87.702113,Eligible School
LEARN Chtr - Middle School,3021 W Carroll Ave,Chicago,IL,60612-1721,41.887418,-87.702113,Eligible School
LEARN Charter 9 Campus in Waukegan,1200 W Glen Flora Ave,Waukegan,IL,60085-1753,42.379491,-87.846539,Eligible School
LEARN Chtr - South Chicago Campus,8914 S Buffalo Ave,Chicago,IL,60617-3416,41.732995,-87.544826,Eligible School
LEARN Chtr-Campbell Campus,212 S Francisco Ave,Chicago,IL,60612-3618,41.877667,-87.699187,Eligible School
LEARN Charter Excel Campus,3021 W Carroll Ave,Chicago,IL,60612-1721,41.887418,-87.702113,Eligible School
LEARN Chtr -  Hunter Perkins Campus,1700 W 83rd St,Chicago,IL,60620-4621,41.74327,-87.666291,Eligible School
LEARN Chtr - Butler,3021 W Carroll Ave,Chicago,IL,60612-1721,41.887418,-87.702113,Eligible School
Namaste Charter School Inc,3737 S Paulina St,Chicago,IL,60609-2047,41.825297,-87.667341,Eligible School
Legacy Elem Charter School,3318 W Ogden Ave,Chicago,IL,60623-2651,41.857007,-87.708473,Eligible School
Polaris Elem Charter Academy,620 N Sawyer Ave,Chicago,IL,60624-1528,41.892458,-87.7083,Eligible School
IHSCA Charter High School,2520 S Western Ave,Chicago,IL,60608-4809,41.845671,-87.685859,Eligible School
IJLA Charter High School,2570 S Blue Island,Chicago,IL,60608-4817,41.845496,-87.684091,Eligible School
Legal Prep Academy Charter HS,4319 W Washington Blvd,Chicago,IL,60624-2232,41.881585,-87.733905,Eligible School
Chicago Collegiate Charter School,11816 S Indiana Ave,Chicago,IL,60628-6227,41.679394,-87.618353,Eligible School
Christopher House Chrt ES,5235 W Belden St,Chicago,IL,60639-3001,41.922115,-87.757371,Eligible School
Childserv-Emergency Group Home,146 N Sleight St,Naperville,IL,60540-4740,41.777079,-88.140493,Eligible School
ChildServ-Downers Grove Group Home,4936 Highland Ave,Downers Grove,IL,60515-3628,41.797013,-88.009814,Eligible School
Childserv-Lisle Group Home,4603 Main St,Lisle,IL,60532-1219,41.803037,-88.07444,Eligible School
Chicago Jesuit Academy,5058 W Jackson Blvd,Chicago,IL,60644-4324,41.877363,-87.751888,Eligible School
Thresholds Young Adult Program,4219 N Lincoln Ave,Chicago,IL,60618-2901,41.958358,-87.681314,Eligible School
Cook Co Juvenile Detention Center,1100 S Hamilton Ave,Chicago,IL,60612-4207,41.867502,-87.680448,Eligible School
Rowe Elementary,1424 N Cleaver St,Chicago,IL,60642-2331,41.907829,-87.664574,Eligible School
